Marque,Modele,Annee_modele,Km,Date_premiere_mise_en_circulation,Carburant,Boite_vitesse,Puissance,Critere_air,Couleur,Type_vehicule,Pays,Prix_neuf,Prix_occassion
Dacia,Sandero,2023,101287,2025-02-02,Hybride,Manuelle,130,Euro 1,Gris,Crossover,Italie,15900,17574.0
Nissan,Ariya,2022,138599,2022-03-27,Electrique,Automatique,130,Euro 1,Bleu,Crossover,Italie,39300,38556.0
Toyota,Yaris,2009,99795,2009-07-05,Diesel,Manuelle,110,Euro 3,Gris,Berline,USA,19000,9246.0
Ford,Focus,2020,24196,2022-03-16,Essence,Manuelle,110,Euro 6,Noir,Monospace,USA,30550,26359.0
BMW,Serie 5,2020,61615,2020-06-14,Gaz,Manuelle,110,Euro 6,Rouge,Monospace,Japon,65000,55432.0
Toyota,Yaris,2024,18537,2024-03-28,Diesel,Automatique,150,Euro 6,Noir,SUV,France,19000,22275.0
Porsche,Carrera 4 GTS Cabriolet,2013,16518,2013-01-11,Hybride,Automatique,200,Euro 1,Gris,Crossover,USA,197400,134904.0
Renault,Captur,2020,164048,2023-01-25,Diesel,Automatique,130,Euro 6,Bleu,Crossover,Espagne,28000,22536.0
Dacia,Duster,2005,81142,2006-04-27,Essence,Manuelle,150,Euro 3,Gris,Berline,Espagne,19900,7140.0
Renault,Talisman,2016,180517,2017-08-12,Hybride,Manuelle,90,Euro 1,Rouge,Crossover,Italie,40000,25462.0
Tesla,Model 3,2009,52591,2010-02-16,Electrique,Automatique,200,Euro 1,Bleu,Berline,Japon,45000,27000.0
Ford,Mustang,2009,95640,2012-12-09,Diesel,Manuelle,200,Euro 3,Bleu,Crossover,USA,59300,28198.0
Mercedes,Classe C,2011,119067,2014-03-09,Diesel,Automatique,130,Euro 4,Noir,Monospace,Espagne,55000,29150.0
Hyundai,i30,2008,131476,2010-09-13,Essence,Automatique,200,Euro 3,Blanc,SUV,Japon,22000,9750.0
Nissan,X-Trail,2015,71748,2017-04-08,Gaz,Automatique,150,Euro 5,Blanc,Crossover,France,43800,32208.0
Renault,Talisman,2008,180776,2011-01-14,Essence,Manuelle,150,Euro 3,Rouge,Break,Italie,40000,13770.0
Tesla,Model 3,2017,73555,2020-08-30,Electrique,Automatique,90,Euro 1,Rouge,Crossover,Espagne,45000,38088.0
Porsche,Carrera 4 GTS Cabriolet,2006,63101,2007-08-03,Essence,Manuelle,130,Euro 3,Blanc,SUV,France,197400,79080.0
Porsche,Carrera 4 GTS Cabriolet,2007,65743,2008-11-04,Essence,Manuelle,200,Euro 3,Blanc,Break,Italie,197400,85312.0
Mercedes,Classe A,2023,86711,2025-10-13,Essence,Automatique,200,Euro 6,Bleu,SUV,Japon,38000,36490.0
Ford,Mustang,2018,210123,2021-11-17,Electrique,Automatique,110,Euro 1,Gris,Crossover,USA,59300,41114.0
Renault,Clio,2012,245890,2014-09-02,Essence,Automatique,130,Euro 4,Bleu,Crossover,USA,17000,7720.0
Tesla,Model X,2020,236938,2020-01-16,Electrique,Manuelle,90,Euro 1,Gris,Berline,France,120000,81835.0
Toyota,Yaris,2010,65130,2011-10-03,Hybride,Manuelle,150,Euro 1,Rouge,SUV,France,19000,12220.0
Tesla,Model X,2009,30265,2009-01-10,Electrique,Manuelle,200,Euro 1,Blanc,Break,France,120000,66040.0
Toyota,Yaris,2020,19404,2023-12-02,Gaz,Manuelle,130,Euro 6,Gris,Break,Italie,19000,18966.0
Peugeot,308,2020,106262,2021-02-01,Hybride,Manuelle,90,Euro 1,Gris,Crossover,Japon,30000,26442.0
Porsche,911 Turbo,2022,88596,2024-04-10,Hybride,Automatique,90,Euro 1,Gris,Crossover,Espagne,217386,192025.96
Hyundai,i20,2019,188407,2019-05-20,Essence,Automatique,200,Euro 5,Noir,Monospace,USA,19500,15075.0
Nissan,Leaf,2022,47814,2025-06-01,Essence,Manuelle,130,Euro 6,Gris,Berline,Japon,33000,29970.0
Renault,Talisman,2016,189013,2017-10-08,Diesel,Automatique,130,Euro 5,Gris,SUV,Italie,40000,25114.0
Porsche,911 GT3,2015,174619,2017-02-09,Hybride,Manuelle,130,Euro 1,Rouge,SUV,USA,212200,121240.0
Renault,Clio,2018,234715,2019-04-02,Diesel,Automatique,200,Euro 5,Bleu,Monospace,USA,17000,12390.0
Kia,Proceed,2010,57451,2010-05-17,Essence,Automatique,90,Euro 4,Blanc,Berline,France,33000,18497.0
Renault,Megane,2019,212508,2020-01-18,Essence,Manuelle,90,Euro 5,Rouge,Berline,Espagne,25000,15936.0
Peugeot,3008,2011,105757,2012-07-29,Gaz,Automatique,150,Euro 4,Noir,Berline,USA,35000,20400.0
Nissan,Ariya,2014,183937,2016-01-19,Essence,Automatique,110,Euro 4,Bleu,Berline,Japon,39300,21528.0
Nissan,X-Trail,2018,29844,2020-11-08,Hybride,Manuelle,90,Euro 1,Gris,Crossover,France,43800,38160.0
Ford,Focus,2016,41963,2018-04-06,Hybride,Automatique,90,Euro 1,Gris,Crossover,Japon,30550,26244.0
Porsche,Carrera 4 GTS Cabriolet,2024,85828,2026-05-12,Essence,Automatique,150,Euro 6,Bleu,Break,France,197400,183908.0
Audi,A4,2020,239537,2022-04-13,Gaz,Manuelle,130,Euro 6,Noir,Crossover,Italie,48000,33020.0
Renault,Clio,2005,203486,2008-02-20,Diesel,Automatique,150,Euro 3,Bleu,Break,France,17000,4715.0
Peugeot,5008,2014,44705,2017-05-16,Gaz,Automatique,110,Euro 4,Rouge,Crossover,France,42000,30756.0
Volkswagen,Passat,2024,124428,2024-11-25,Electrique,Manuelle,130,Euro 1,Rouge,Break,Allemagne,36000,37224.0
Ford,Bronco,2005,78328,2005-02-28,Gaz,Automatique,150,Euro 3,Noir,Monospace,France,76500,29340.0
Mercedes,Classe C,2008,249784,2010-07-24,Essence,Manuelle,130,Euro 3,Noir,SUV,Allemagne,55000,15484.0
Ford,Focus,2020,235886,2020-06-01,Diesel,Manuelle,150,Euro 6,Bleu,Crossover,Espagne,30550,20832.5
BMW,Serie 1,2009,24238,2012-02-27,Gaz,Manuelle,130,Euro 3,Blanc,Monospace,France,35000,20034.0
Tesla,Model 3,2022,58230,2022-12-04,Electrique,Automatique,110,Euro 1,Rouge,SUV,USA,45000,47259.0
Tesla,Model S,2008,130472,2010-02-02,Electrique,Manuelle,130,Euro 1,Rouge,SUV,Italie,95000,39507.0
Tesla,Model 3,2018,103024,2019-04-03,Electrique,Manuelle,130,Euro 1,Blanc,SUV,USA,45000,36936.0
Ford,Bronco,2010,206735,2010-12-06,Essence,Automatique,130,Euro 4,Rouge,SUV,Italie,76500,29944.0
Hyundai,Tucson,2021,232754,2021-12-05,Hybride,Manuelle,90,Euro 1,Rouge,Monospace,USA,35000,26452.0
Ford,Focus,2024,204873,2027-06-12,Hybride,Automatique,200,Euro 1,Noir,SUV,Espagne,30550,30040.0
Citroen,C5 X,2021,246233,2022-01-28,Gaz,Automatique,200,Euro 6,Blanc,SUV,Allemagne,36700,28274.0
Nissan,Ariya,2018,214190,2020-05-02,Electrique,Automatique,130,Euro 1,Bleu,Break,Italie,39300,29036.0
Renault,Megane,2007,70354,2008-11-28,Essence,Manuelle,130,Euro 3,Noir,Monospace,Italie,25000,10626.0
Dacia,Sandero,2007,126175,2007-10-29,Essence,Automatique,110,Euro 3,Bleu,Monospace,Allemagne,15900,6660.0
BMW,Serie 5,2013,211640,2015-08-09,Gaz,Automatique,200,Euro 4,Blanc,Berline,USA,65000,32430.0
Porsche,Carrera 4 GTS Cabriolet,2010,147477,2013-01-16,Hybride,Automatique,90,Euro 1,Blanc,Break,Italie,197400,89452.0
Toyota,Yaris,2018,224744,2019-12-19,Essence,Automatique,90,Euro 5,Gris,SUV,Allemagne,19000,12540.0
Kia,Sportage,2007,162556,2007-12-13,Diesel,Manuelle,90,Euro 3,Bleu,Monospace,Espagne,48039,16149.87
Dacia,Spring,2023,78335,2026-04-27,Hybride,Manuelle,90,Euro 1,Gris,Break,USA,22000,23310.0
Kia,Niro,2024,181348,2027-02-12,Essence,Automatique,90,Euro 6,Rouge,Monospace,Japon,39811,34203.02
Toyota,Hilux,2022,106397,2022-05-14,Electrique,Automatique,110,Euro 1,Noir,Crossover,France,45000,44604.0
Citroen,C5 Aircross,2012,30416,2012-04-17,Hybride,Automatique,110,Euro 1,Rouge,Break,USA,35000,25071.0
Peugeot,5008,2019,175924,2022-11-13,Electrique,Automatique,110,Euro 1,Noir,SUV,USA,42000,34068.0
Hyundai,Tucson,2005,61746,2007-04-03,Gaz,Manuelle,200,Euro 3,Bleu,SUV,Allemagne,35000,14245.0
Mercedes,GLC,2015,90307,2015-04-28,Essence,Manuelle,200,Euro 5,Gris,Monospace,Japon,85000,55040.0
Renault,Megane,2014,186263,2014-12-14,Diesel,Manuelle,150,Euro 4,Noir,SUV,France,25000,13780.0
Renault,Captur,2024,51884,2027-10-22,Hybride,Automatique,130,Euro 1,Bleu,SUV,Allemagne,28000,32585.0
Peugeot,3008,2016,105631,2018-11-18,Diesel,Automatique,150,Euro 5,Bleu,Crossover,USA,35000,25410.0
Peugeot,3008,2016,165146,2019-11-17,Diesel,Automatique,130,Euro 5,Rouge,Crossover,Italie,35000,22980.0
Nissan,Ariya,2023,227688,2024-06-11,Hybride,Manuelle,110,Euro 1,Rouge,Monospace,Japon,39300,32550.0
BMW,Serie 5,2006,147883,2006-07-22,Essence,Automatique,90,Euro 3,Gris,SUV,USA,65000,21408.0
Kia,Niro,2009,128888,2012-10-13,Diesel,Automatique,200,Euro 3,Bleu,Berline,Allemagne,39811,18838.73
Hyundai,Tucson,2018,214313,2019-11-10,Electrique,Manuelle,130,Euro 1,Noir,Crossover,USA,35000,25193.0
Peugeot,5008,2021,131716,2023-05-24,Diesel,Manuelle,130,Euro 6,Gris,Crossover,France,42000,33774.0
BMW,X5,2012,30678,2013-10-06,Diesel,Manuelle,110,Euro 4,Rouge,Crossover,France,80000,49471.0
Hyundai,i30,2015,215758,2016-02-29,Essence,Manuelle,130,Euro 5,Gris,Berline,Allemagne,22000,11596.0
Porsche,911 GT3,2008,167948,2008-03-16,Hybride,Automatique,200,Euro 1,Blanc,Berline,France,212200,78912.0
Tesla,Model 3,2006,92638,2006-12-15,Electrique,Automatique,110,Euro 1,Noir,SUV,Espagne,45000,19647.0
Peugeot,308,2022,38208,2022-04-20,Gaz,Manuelle,110,Euro 6,Noir,Monospace,USA,30000,29666.0
Tesla,Model 3,2019,92438,2022-11-19,Electrique,Manuelle,150,Euro 1,Blanc,Crossover,Allemagne,45000,39140.0
Volkswagen,Passat,2018,76606,2020-01-23,Diesel,Automatique,150,Euro 5,Gris,Break,USA,36000,29625.0
Nissan,X-Trail,2010,56706,2012-05-15,Essence,Automatique,110,Euro 4,Bleu,Monospace,Japon,43800,24327.0
Porsche,911 Turbo,2011,92128,2013-01-07,Essence,Automatique,200,Euro 4,Gris,SUV,Espagne,217386,114600.72
Dacia,Duster,2013,174262,2016-07-12,Essence,Automatique,200,Euro 4,Noir,Break,Japon,19900,11450.0
Toyota,Corolla,2011,222885,2013-08-17,Hybride,Automatique,200,Euro 1,Noir,Berline,Allemagne,28000,13650.0
Audi,A4,2023,96067,2026-07-05,Electrique,Automatique,150,Euro 1,Bleu,Crossover,France,48000,49720.0
Kia,EV6,2017,95965,2020-04-18,Essence,Automatique,200,Euro 5,Rouge,Break,Japon,64607,47324.9
Audi,A6,2014,224877,2016-03-06,Diesel,Manuelle,110,Euro 4,Blanc,Berline,France,72000,35088.0
Mercedes,Classe E,2015,156138,2018-06-09,Essence,Manuelle,200,Euro 5,Gris,Monospace,France,75000,44080.0
Nissan,Leaf,2015,69928,2016-06-16,Diesel,Manuelle,110,Euro 5,Noir,Berline,Espagne,33000,22847.0
Mercedes,GLC,2012,119569,2012-10-12,Essence,Automatique,150,Euro 4,Gris,SUV,Espagne,85000,46375.0
Citroen,C5 Aircross,2009,193022,2010-09-16,Essence,Manuelle,130,Euro 3,Bleu,Berline,USA,35000,12708.0
Mercedes,GLC,2013,89013,2015-05-07,Diesel,Automatique,110,Euro 4,Bleu,Crossover,Espagne,85000,51979.0
Nissan,Qashqai,2021,15239,2022-12-02,Gaz,Manuelle,90,Euro 6,Rouge,Break,Italie,34700,33390.0
Renault,Talisman,2024,19855,2027-03-26,Hybride,Automatique,130,Euro 1,Bleu,Berline,Italie,40000,45837.0
Mercedes,Classe A,2005,223320,2007-03-25,Gaz,Automatique,90,Euro 3,Bleu,Crossover,Italie,38000,8904.0
Tesla,Model X,2018,220047,2019-05-27,Electrique,Automatique,150,Euro 1,Gris,Berline,Allemagne,120000,77100.0
Hyundai,i20,2024,137799,2024-11-28,Gaz,Automatique,110,Euro 6,Gris,Break,Espagne,19500,20967.0
BMW,Serie 3,2007,19146,2008-12-06,Essence,Automatique,110,Euro 3,Rouge,SUV,France,45000,22608.0
Ford,Mustang,2015,214154,2018-12-17,Essence,Manuelle,130,Euro 5,Noir,SUV,Espagne,59300,30992.0
Peugeot,3008,2009,149195,2009-05-08,Diesel,Automatique,90,Euro 3,Bleu,SUV,Allemagne,35000,15539.0
BMW,Serie 1,2022,242543,2023-10-23,Diesel,Automatique,130,Euro 6,Noir,Monospace,Japon,35000,26810.0
Peugeot,3008,2010,120505,2013-11-11,Gaz,Manuelle,130,Euro 4,Rouge,Monospace,Espagne,35000,17388.0
Audi,A6,2024,48773,2026-09-11,Essence,Automatique,130,Euro 6,Gris,SUV,Allemagne,72000,71328.0
Audi,A6,2006,83555,2007-06-16,Diesel,Automatique,150,Euro 3,Bleu,SUV,Allemagne,72000,28690.0
Hyundai,Tucson,2009,151331,2010-08-23,Diesel,Manuelle,200,Euro 3,Noir,SUV,Allemagne,35000,14800.0
Volkswagen,Golf,2012,212273,2014-04-25,Diesel,Automatique,110,Euro 4,Rouge,SUV,Allemagne,25000,12083.0
Tesla,Model 3,2012,153752,2014-05-04,Electrique,Manuelle,200,Euro 1,Noir,SUV,USA,45000,25480.0
Renault,Megane,2013,198505,2013-09-05,Hybride,Automatique,110,Euro 1,Gris,SUV,USA,25000,14928.0
Volkswagen,Tiguan,2017,126479,2017-06-10,Gaz,Manuelle,130,Euro 5,Rouge,SUV,Allemagne,40000,28676.0
Renault,Captur,2019,176483,2019-07-21,Electrique,Automatique,200,Euro 1,Rouge,Berline,USA,28000,25160.0
Volkswagen,Golf,2023,76227,2026-06-13,Hybride,Manuelle,130,Euro 1,Blanc,Crossover,Japon,25000,26370.0
Volkswagen,Golf,2021,16670,2021-02-19,Essence,Manuelle,130,Euro 6,Blanc,Berline,USA,25000,22770.0
Porsche,Taycan 4 Cross Turismmo,2018,27522,2021-07-11,Hybride,Manuelle,110,Euro 1,Blanc,Monospace,USA,117450,97240.0
Toyota,Corolla,2012,198421,2015-05-02,Essence,Manuelle,150,Euro 4,Bleu,SUV,USA,28000,12825.0
Kia,Sportage,2024,169567,2027-11-24,Essence,Manuelle,150,Euro 6,Noir,Berline,Japon,48039,40772.76
Kia,Proceed,2017,168241,2019-02-28,Gaz,Manuelle,130,Euro 5,Rouge,Crossover,France,33000,22554.0
Ford,Bronco,2019,36761,2019-08-03,Gaz,Manuelle,200,Euro 5,Blanc,Break,France,76500,65600.0
Peugeot,5008,2020,52995,2020-01-10,Electrique,Automatique,90,Euro 1,Bleu,SUV,Espagne,42000,41417.0
Kia,Proceed,2010,236158,2012-09-15,Gaz,Automatique,110,Euro 4,Bleu,SUV,Japon,33000,13160.0
Tesla,Model 3,2022,213168,2022-10-16,Electrique,Manuelle,90,Euro 1,Rouge,Berline,Italie,45000,37157.0
Volkswagen,Passat,2012,242892,2013-03-24,Gaz,Automatique,90,Euro 4,Bleu,Monospace,USA,36000,16160.0
Tesla,Model X,2012,65687,2013-04-05,Electrique,Automatique,130,Euro 1,Gris,Monospace,USA,120000,74414.0
Citroen,C3 Berlin,2016,216937,2018-07-18,Hybride,Automatique,90,Euro 1,Noir,Berline,France,21800,15235.0
Dacia,Duster,2022,78784,2022-08-27,Essence,Automatique,150,Euro 6,Blanc,Crossover,Japon,19900,19488.0
Toyota,Yaris,2018,125217,2019-07-10,Diesel,Manuelle,150,Euro 5,Gris,SUV,Espagne,19000,14350.0
Ford,Focus,2015,149974,2018-12-21,Essence,Manuelle,200,Euro 5,Gris,Berline,Espagne,30550,18614.5
Tesla,Model S,2012,15950,2012-11-24,Electrique,Manuelle,130,Euro 1,Gris,SUV,Espagne,95000,63819.0
Mercedes,Classe C,2006,211648,2007-11-14,Gaz,Manuelle,200,Euro 3,Rouge,SUV,Allemagne,55000,14625.0
Hyundai,Tucson,2012,19243,2013-12-02,Hybride,Manuelle,90,Euro 1,Noir,Crossover,USA,35000,24507.0
Mercedes,GLC,2017,244429,2019-01-03,Hybride,Automatique,130,Euro 1,Blanc,SUV,Allemagne,85000,50215.0
Mercedes,Classe E,2006,102751,2006-04-19,Gaz,Automatique,200,Euro 3,Noir,Monospace,USA,75000,28980.0
Toyota,Hilux,2007,39046,2010-09-01,Diesel,Manuelle,200,Euro 3,Rouge,Berline,Allemagne,45000,21620.0
Dacia,Sandero,2013,115307,2015-10-14,Hybride,Automatique,150,Euro 1,Gris,Break,Allemagne,15900,12544.0
Toyota,Hilux,2018,39971,2020-03-01,Diesel,Automatique,200,Euro 5,Rouge,Monospace,Japon,45000,38710.0
Porsche,911 Turbo,2016,104299,2018-12-18,Essence,Automatique,150,Euro 5,Gris,Break,Italie,217386,145124.76
Renault,Captur,2005,183195,2006-10-12,Diesel,Automatique,200,Euro 3,Blanc,Crossover,Allemagne,28000,8000.0
Dacia,Bigster,2019,95508,2020-08-27,Diesel,Automatique,90,Euro 5,Bleu,Berline,Italie,25000,21204.0
Ford,Bronco,2020,163608,2021-11-24,Diesel,Automatique,110,Euro 6,Blanc,Break,France,76500,57312.0
Ford,Kuga,2022,109010,2022-06-13,Hybride,Automatique,200,Euro 1,Gris,Berline,Espagne,34000,34440.0
Volkswagen,Passat,2014,78089,2015-10-30,Essence,Manuelle,90,Euro 4,Bleu,SUV,Italie,36000,22617.0
Citroen,C5 Aircross,2010,202643,2011-04-25,Gaz,Automatique,110,Euro 4,Blanc,Berline,Allemagne,35000,15048.0
Tesla,Model 3,2020,61297,2020-10-08,Electrique,Manuelle,150,Euro 1,Rouge,Monospace,Japon,45000,42230.0
Peugeot,308,2019,28907,2019-05-02,Diesel,Automatique,150,Euro 5,Bleu,Monospace,France,30000,27805.0
Mercedes,GLC,2021,123020,2021-04-08,Hybride,Manuelle,110,Euro 1,Bleu,Berline,Allemagne,85000,70389.0
Tesla,Model X,2014,170419,2014-01-01,Electrique,Manuelle,90,Euro 1,Rouge,SUV,Italie,120000,66727.0
Renault,Clio,2015,234779,2018-05-24,Gaz,Manuelle,130,Euro 5,Rouge,Crossover,Italie,17000,9900.0
Tesla,Model 3,2013,137530,2013-03-27,Electrique,Automatique,110,Euro 1,Bleu,Monospace,Italie,45000,28674.0
Tesla,Model X,2010,223588,2013-09-03,Electrique,Automatique,200,Euro 1,Rouge,Berline,Japon,120000,46440.0
Nissan,Ariya,2022,134019,2022-05-12,Essence,Automatique,150,Euro 6,Noir,Monospace,Allemagne,39300,33858.0
Volkswagen,Passat,2011,248932,2012-12-19,Diesel,Manuelle,110,Euro 4,Rouge,Crossover,France,36000,13727.0
Kia,Niro,2006,95144,2009-05-27,Gaz,Automatique,150,Euro 3,Bleu,SUV,USA,39811,16580.07
Mercedes,Classe C,2006,191477,2008-10-27,Essence,Automatique,150,Euro 3,Noir,Berline,Japon,55000,15525.0
Tesla,Model S,2024,208140,2027-03-23,Electrique,Manuelle,130,Euro 1,Blanc,Crossover,Espagne,95000,81040.0
Renault,Clio,2011,65579,2011-06-24,Gaz,Automatique,200,Euro 4,Rouge,Berline,USA,17000,12375.0
Hyundai,i20,2005,111663,2008-06-11,Gaz,Manuelle,90,Euro 3,Bleu,Berline,Japon,19500,7008.0
Mercedes,Classe C,2019,179514,2020-11-21,Hybride,Automatique,150,Euro 1,Blanc,Monospace,USA,55000,41820.0
Renault,Talisman,2020,23511,2021-08-14,Essence,Manuelle,200,Euro 6,Gris,Break,Allemagne,40000,35260.0
Ford,Bronco,2014,212836,2016-03-31,Essence,Automatique,90,Euro 4,Blanc,Berline,Allemagne,76500,38416.0
Ford,Kuga,2013,42703,2013-10-21,Gaz,Manuelle,110,Euro 4,Noir,Berline,Japon,34000,23058.0
Volkswagen,Passat,2014,172652,2014-07-20,Essence,Manuelle,200,Euro 4,Rouge,SUV,Allemagne,36000,19610.0
Tesla,Model S,2008,241538,2009-02-09,Electrique,Manuelle,150,Euro 1,Gris,SUV,Espagne,95000,28420.0
Tesla,Model 3,2012,70331,2014-05-12,Electrique,Manuelle,130,Euro 1,Noir,Break,Japon,45000,29241.0
Renault,Talisman,2019,212988,2022-08-16,Essence,Automatique,90,Euro 5,Gris,Crossover,Espagne,40000,26816.0
Ford,Kuga,2023,199978,2025-09-11,Hybride,Manuelle,130,Euro 1,Bleu,Crossover,France,34000,29874.0
Audi,A3,2010,118408,2012-12-12,Hybride,Automatique,150,Euro 1,Bleu,Berline,France,34000,19035.0
Hyundai,Tucson,2022,109317,2023-11-06,Gaz,Automatique,150,Euro 6,Noir,Monospace,USA,35000,33600.0
Mercedes,Classe E,2023,106597,2023-10-19,Hybride,Automatique,130,Euro 1,Noir,Berline,USA,75000,70731.0
BMW,Serie 3,2005,149303,2007-05-22,Diesel,Automatique,130,Euro 3,Gris,Berline,Italie,45000,14007.0
Ford,Bronco,2024,169972,2027-02-18,Electrique,Automatique,90,Euro 1,Gris,Break,Espagne,76500,70896.0
Toyota,Yaris,2023,100051,2024-02-19,Hybride,Automatique,90,Euro 1,Bleu,Break,Italie,19000,21663.0
Tesla,Model 3,2020,102025,2023-09-20,Electrique,Manuelle,130,Euro 1,Rouge,SUV,Japon,45000,40014.0
Volkswagen,Passat,2009,123120,2009-03-07,Essence,Manuelle,110,Euro 3,Rouge,SUV,Allemagne,36000,15523.0
BMW,Serie 5,2017,168985,2020-06-01,Hybride,Automatique,110,Euro 1,Gris,SUV,Allemagne,65000,44793.0
Renault,Megane,2015,134789,2016-02-18,Gaz,Automatique,150,Euro 5,Noir,Break,Allemagne,25000,18000.0
Kia,Sportage,2024,235880,2025-10-12,Diesel,Automatique,90,Euro 6,Blanc,Crossover,USA,48039,39223.03
Renault,Talisman,2015,162637,2015-09-23,Diesel,Automatique,150,Euro 5,Rouge,Monospace,France,40000,24795.0
BMW,Serie 5,2010,201907,2013-12-02,Hybride,Automatique,110,Euro 1,Blanc,Break,Italie,65000,27018.0
Citroen,C5 Aircross,2015,107088,2017-09-01,Diesel,Automatique,110,Euro 5,Bleu,SUV,Allemagne,35000,24003.0
BMW,Serie 1,2017,136398,2017-04-14,Gaz,Automatique,130,Euro 5,Rouge,Monospace,USA,35000,26268.0
Tesla,Model 3,2021,62495,2024-07-29,Electrique,Manuelle,90,Euro 1,Blanc,Berline,Allemagne,45000,43265.0
Citroen,C5 Aircross,2019,135253,2019-11-13,Diesel,Manuelle,130,Euro 5,Rouge,Crossover,France,35000,26136.0
Nissan,Ariya,2024,213365,2027-12-22,Electrique,Automatique,200,Euro 1,Rouge,Berline,Japon,39300,38157.0
Hyundai,i30,2006,21494,2008-04-16,Gaz,Automatique,90,Euro 3,Rouge,Break,Espagne,22000,11616.0
Volkswagen,Tiguan,2023,127430,2023-09-21,Electrique,Automatique,130,Euro 1,Blanc,Crossover,France,40000,41055.0
Renault,Megane,2020,82529,2022-08-20,Hybride,Automatique,130,Euro 1,Bleu,Break,Japon,25000,25040.0
Toyota,RAV4,2009,41367,2010-03-01,Gaz,Manuelle,150,Euro 3,Blanc,Monospace,France,37000,20400.0
Audi,A3,2013,234221,2016-02-28,Diesel,Manuelle,90,Euro 4,Blanc,Crossover,Japon,34000,15356.0
Tesla,Model S,2012,12465,2013-05-27,Electrique,Manuelle,150,Euro 1,Gris,SUV,USA,95000,63945.0
Audi,Q5,2021,161551,2024-06-02,Hybride,Manuelle,90,Euro 1,Noir,Berline,Japon,65000,51675.0
Nissan,X-Trail,2007,32327,2010-03-25,Essence,Automatique,110,Euro 3,Rouge,SUV,Allemagne,43800,21114.0
Hyundai,i20,2005,204404,2005-06-28,Essence,Manuelle,130,Euro 3,Noir,SUV,Espagne,19500,4554.0
Peugeot,5008,2006,141319,2007-12-10,Essence,Automatique,130,Euro 3,Noir,SUV,Italie,42000,14176.0
Renault,Talisman,2018,136592,2021-07-19,Electrique,Automatique,110,Euro 1,Gris,Break,Japon,40000,33189.0
Ford,Kuga,2015,131039,2018-04-23,Gaz,Manuelle,90,Euro 5,Gris,Berline,Allemagne,34000,21840.0
Audi,A4,2010,166923,2010-06-15,Diesel,Manuelle,110,Euro 4,Gris,Crossover,Japon,48000,20622.0
Ford,Kuga,2011,12224,2011-02-09,Gaz,Automatique,200,Euro 4,Gris,Monospace,Allemagne,34000,23700.0
Kia,Proceed,2005,153713,2007-01-08,Gaz,Automatique,150,Euro 3,Blanc,Crossover,USA,33000,10640.0
BMW,Serie 3,2019,83889,2020-05-05,Diesel,Manuelle,110,Euro 5,Gris,Crossover,Espagne,45000,35497.0
Porsche,911 GT3,2009,75805,2009-01-11,Hybride,Automatique,130,Euro 1,Gris,Break,USA,212200,104880.0
Toyota,RAV4,2010,64231,2010-05-16,Diesel,Manuelle,110,Euro 4,Rouge,Break,Japon,37000,19812.0
Ford,Bronco,2022,117601,2023-10-14,Essence,Manuelle,150,Euro 6,Gris,Berline,Allemagne,76500,63910.0
Volkswagen,Golf,2005,81008,2008-10-24,Diesel,Automatique,110,Euro 3,Gris,Monospace,Japon,25000,9835.0
Dacia,Bigster,2019,26458,2020-06-12,Hybride,Manuelle,130,Euro 1,Rouge,Berline,Allemagne,25000,24319.0
Hyundai,i30,2011,160471,2011-06-15,Diesel,Automatique,200,Euro 4,Rouge,SUV,Japon,22000,11700.0
BMW,Serie 1,2016,166036,2019-01-31,Essence,Automatique,200,Euro 5,Bleu,Break,Japon,35000,22800.0
Volkswagen,Golf,2012,242879,2014-06-10,Diesel,Automatique,130,Euro 4,Blanc,Break,Espagne,25000,11320.0
Toyota,Corolla,2005,181358,2008-02-11,Diesel,Manuelle,130,Euro 3,Bleu,Berline,USA,28000,7325.0
Ford,Mustang,2009,222288,2009-04-06,Gaz,Automatique,110,Euro 3,Blanc,Crossover,Espagne,59300,21087.0
BMW,Serie 1,2016,189663,2016-03-29,Diesel,Manuelle,130,Euro 5,Bleu,Monospace,Japon,35000,21054.0
Citroen,C4,2024,105447,2025-08-26,Gaz,Manuelle,200,Euro 6,Gris,Berline,France,24000,24750.0
Kia,Sportage,2012,129804,2014-08-03,Diesel,Automatique,110,Euro 4,Blanc,Monospace,USA,48039,26592.28
Dacia,Spring,2013,12688,2014-10-21,Diesel,Manuelle,130,Euro 4,Rouge,Monospace,France,22000,15378.0
Kia,Proceed,2005,105217,2006-06-22,Essence,Automatique,130,Euro 3,Blanc,SUV,Espagne,33000,11649.0
Toyota,RAV4,2019,138829,2020-05-04,Gaz,Manuelle,150,Euro 5,Gris,SUV,USA,37000,28800.0
Citroen,C3 Berlin,2011,214705,2014-09-29,Gaz,Manuelle,200,Euro 4,Noir,Break,Allemagne,21800,10120.0
Mercedes,Classe E,2019,240538,2021-05-11,Hybride,Automatique,200,Euro 1,Noir,Break,Allemagne,75000,50020.0
Nissan,X-Trail,2007,96151,2008-07-27,Diesel,Manuelle,110,Euro 3,Gris,Berline,Allemagne,43800,17960.0
Nissan,X-Trail,2011,93789,2011-01-08,Hybride,Automatique,110,Euro 1,Bleu,Monospace,USA,43800,25948.0
Hyundai,i20,2015,25820,2016-03-06,Gaz,Manuelle,150,Euro 5,Blanc,SUV,Espagne,19500,15975.0
